"Таблица","№","Поле","Тип","Описание"
scp_prod_guarant_dict,17,guarantee_type_id,bigint,Вид гарантии
scp_prod_guarant_dict,18,bank_val_proc,numeric,Размер (руб)
scp_prod_guarant_dict,19,bank_val_sum,numeric,Размер (руб)
scp_prod_guarant_dict,20,sum_from,numeric,Сумма от (руб)
scp_prod_guarant_dict,21,sum_to,numeric,Сумма до (руб)
scp_project_ans,1,id,bigint,ID
scp_project_ans,2,name__ru,character varying,"Name, languageSchema=ru"
scp_project_ans,3,name__en,character varying,"Name, languageSchema=en"
scp_project_ans,4,name,character varying,Name
scp_project_ans,5,create_date,timestamp without time zone,Create date
scp_project_ans,6,type_id,bigint,Тип объекта
scp_project_ans,7,status,smallint,Status
scp_project_ans,8,org_id,bigint,Подразделение
scp_project_ans,9,user_id,bigint,Пользователь
scp_project_ans,10,last_modified_date,timestamp without time zone,Last modified date
scp_project_ans,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_project_ans,12,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_project_ans,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_project_ans,14,is_system,smallint,System object
scp_project_ans,15,req_link_id,bigint,Ссылка на заявку
scp_project_ans,16,question_link_id,bigint,Ссылка на вопрос
scp_project_ans,17,voting_km_id,bigint,Голосующий КМ
scp_project_ans,18,voting_fm_id,bigint,Голосующий ФМ
scp_project_ans,19,draft_decision_id,bigint,Проект решения
scp_project_ans,20,urm_undwrt_decision_id,bigint,Решение УРМ
scp_project_ans,21,decis_level_id,bigint,Уровень принятия решения
scp_project_ans,22,doc_num,character varying,Номер документа
scp_project_ans,23,doc_data,timestamp without time zone,Дата документа
scp_project_ans,24,is_under_3_years_exp,smallint,Срок ведения бизнеса менее 3х лет
scp_project_ans,25,scp_loan_sign_id,bigint,Признак ссуды для внесения в ИСУБД Новая Афина
scp_project_ans,26,loan_sign_st_ot_id,bigint,Код сделки
scp_project_ans,27,okpd2,character varying,ОКПД2
scp_project_ans,28,curret_limit_gsl,numeric,"Текущий лимит кредитования по ГСЛ (в валюте утверждаемого кредита), в т.ч. по предоставленным банковским гарантиям, кроме продуктов в рамках льготного финансирования (ПП 422 и ПП 696)"
scp_project_ans,29,new_limit_gsl,numeric,"Лимит кредитования по ГСЛ с учетом нового лимита, кроме продуктов в рамках льготного финансирования (ПП 422 и ПП 696)"
scp_project_ans,30,current_limit_borow,numeric,Текущий установленный лимит по Заемщику  по продуктам в рамках льготного финансирования (ПП 422 и ПП 696)
scp_project_ans,31,new_limit_borow,numeric,Лимит по Заемщику с учетом нового лимита  по продуктам в рамках льготного финансирования (ПП 422 и ПП 696)
scp_project_ans,32,set_matrix_limit,numeric,"Лимит кредитования, установленный (принятый) Уполномоченными менеджерами на Матрице полномочий в рамках технологий кредитования МСБ"
scp_project_ans,33,real_estate_class_id,bigint,Классификация недвижимого имущества
scp_project_ans,34,loan_type_id,bigint,_Форма предоставления
scp_project_ans,35,amount_rub,numeric,Сумма (руб.) для реестра
scp_project_ans,36,credit_line_term,numeric,_Срок кредитной линии (кредита) (мес.)
scp_project_ans,37,summ_tranche,numeric,_Сумма транша
scp_project_ans,38,tranche_term,numeric,_Срок транша (мес.)
scp_project_ans,39,monthly_contribution,numeric,"_Ежемесячный взнос, руб."
scp_project_ans,40,payment_delay_months,bigint,_Отсрочка платежа (мес.)
scp_project_ans,41,amount_blanc_deal,numeric,_Сумма бланкочасти рассчитанная по сделке исходя из указанного обеспечения
scp_project_ans,42,blanc_deal_asmt_result,bigint,_Результат оценки допустимой бланко-части по сделке
scp_project_ans,43,individual_repay_sched,text,_Индивидуальный график погашения
scp_project_ans,44,rate_increase_blanc,numeric,_Увеличение ставки для бланкового кредитования
scp_project_ans,45,repayment_type_id,bigint,_Форма погашения
scp_project_ans,46,susp_cond_prev_id,bigint,_Выполнены ли отлагательные условия по ранее принятым решениям?
scp_project_ans,47,curator_head_id,bigint,Куратор ГО
scp_project_ans,48,resp_head_cm_id,bigint,Руководитель КМ
scp_project_ans,49,credit_analyst_id,bigint,Кредитный аналитик
scp_project_ans,50,is_infinite_vkl,smallint,"_Наличие опции ""Вечная ВКЛ"""
scp_project_ans,51,is_blanc_credit,smallint,_Бланковое кредитование
scp_project_ans,52,exp_limit_credit_rub,numeric,Расчетный лимит кредитования (руб.)
scp_project_ans,53,refer_empl,bigint,"Сотрудник, привлекший клиента"
scp_project_ans,54,spec_fa,bigint,"_Специалист, проводивший финансовый анализ"
scp_project_ans,55,attr_market_val,numeric,Рыночная стоимость
scp_project_ans,56,attr_fair_val,numeric,Справедливая стоимость
scp_project_ans,57,product_security,numeric,_Обеспеченность продукта (руб.)
scp_project_ans,58,attr_collateral_val,numeric,Залоговая стоимость
scp_project_ans,59,collateral_monit,bigint,_Периодичность мониторинга залога
scp_project_ans,60,limit_confirmation,bigint,Подтверждение лимита
scp_project_ans,61,amdp_parent_product_id,bigint,Ссылка на продукт РУМ
scp_project_ans,62,scp_state_id,bigint,Итоговое решение
scp_project_ans,63,rm_ra_decis_level_id,bigint,Уровень принятия решения РМ РА
scp_project_ans,64,voting_rm_id,bigint,Риск-менеджер
scp_project_ans,65,plan_deal_date,timestamp without time zone,Плановая дата сделки
scp_project_ans,66,is_active_pj,smallint,Экспертиза проф.су на выдачу запущена
scp_project_ans,67,okved_activity_id,bigint,_Вид деятельности (по ОКВЭД)
scp_project_ans,68,is_poci_active,smallint,POCI-актив
scp_project_ans,69,mon_col_type_id,bigint,_Тип залога для мониторинга
scp_project_ans,70,prod_sec,numeric,Обеспеченность продукта (%)
scp_project_ans,71,el_individual,numeric,EL индивидуальный
scp_project_ans,72,clc_grade_id,bigint,Посчитанный из АСПР грейд
scp_project_ans,73,resp_risk_manager_id,bigint,Уполномоченный риск-менеджер
scp_project_ans,74,cancel_manage_desic,character varying,Отменить Решение уполномоченных менеджеров №
scp_project_ans,75,cancel_manag_desic,text,_Отменить Решение уполномоченных менеджеров №
scp_project_ans,76,undwrit_appl_id,bigint,Заявка РМ РА
scp_project_ans,77,is_refresh_state,smallint,Состояние Залоговых Заключений не пересчитывается
scp_project_ans,78,industry_code_id,bigint,Код отрасли
scp_project_ans,79,scp_subl_bor,bigint,Заемщик
scp_project_ans,80,client_type_id,bigint,Тип клиента
scp_project_ans,81,gsl_comparison,character varying,_Состав ГСЛ (для сравнения)
scp_project_ans,82,clc_zone_id,bigint,Посчитанная из АСПР зона
scp_project_ans,83,restruct_init_id,bigint,Инициатор реструктуризации
scp_project_ans,84,monit_viol_txt,text,Нарушение мониторинга (ручной ввод)
scp_project_ans,85,analys_res_cl_txt,text,Итоговый результат анализа клиента (ручной ввод)
scp_project_ans,86,analys_res_cl_restr_id,bigint,Итоговый результат анализа клиента (для реструктуризации)
scp_project_ans,87,deal_change_txt,text,Изменение сделки/условий (ручной ввод)
scp_project_ans,88,changed_decision_num,character varying,Номера изменяемых решений
scp_project_ans,89,deal_change_restr_txt,text,Изменения по реструктуризации (ручной ввод)
scp_project_ans,90,scp_type_restruct_id,bigint,Тип реструктуризации
scp_project_ans,91,min_decis_level_id,bigint,Минимальный уровень принятия решения
scp_project_ans,92,modif_num_deals,character varying,Номера договоров
scp_project_ans,93,scp_matrix_type,bigint,Тип матрицы
scp_project_ans,94,is_need_agr_cd_co,smallint,Требуется согласование ДК ГО
scp_project_ans,95,state_id,bigint,Состояние
scp_project_ans,96,is_old_visual_needed,smallint,Нужно отобразить сокращенный визуал МРИ
scp_project_ans,97,change_initiator_id,bigint,Инициатор изменений
scp_project_ans,98,scp_is_individual,smallint,Индивидуальные ценовые условия
scp_project_ans,99,lidm_cur_limit,numeric,"Текущий лимит кредитования по ГСЛ в рамках продукта ""Покрытая банковская гарантия"", а также покрытые банковские гарантии, утвержденные до 01.09.2024 года на ЛСПР"
scp_project_ans,100,lidm_cur_limit_new,numeric,"Текущий лимит кредитования по ГСЛ в рамках продукта ""Покрытая банковская гарантия"" (в валюте утверждаемого продукта) а также покрытые банковские гарантии, утвержденные до 01.09.2024 года на ЛСПР с учетом нового лимита"
scp_project_ans,101,scp_bg_owner_lidm,bigint,Владелец ЛСПР
scp_project_ans,102,scp_chief_ca_id,bigint,Руководитель КА
scp_project_ans,103,total_looped_sum,numeric,Сумма лимитов с учетом закольцованности лимитов
scp_project_ans,104,gsl_compare_txt,text,Состав ГСЛ (для сравнения)
scp_project_ans,105,limit_confirm_str,character varying,Подтверждение лимита (строка)
scp_project_ans,106,proj_city_str,character varying,Город
scp_project_ans,107,is_primary_preparation,smallint,Первичная подготовка ПР завершена
scp_project_ans,108,req_type_id,bigint,Класс заявки
scp_project_ans,109,is_cov_bank_garant,smallint,Покрытая Банковская гарантия
scp_project_ans,110,memo_deal_log,smallint,Финансирование деятельности в НС
scp_project_ans,111,ns_deal_cond_log,smallint,Более 50% и территориальная приближенность активов и (или) логистических путей Клиента (ГСЛ) составляет менее 50 км от ЛБС
scp_project_ans,112,confirm_cred_limit_log,smallint,Подтвердить лимит кредитования
scp_project_ans,113,confirm_csd_log,smallint,Внести изменения в условия кредитования и привести кредитно-обеспечительную документацию
scp_project_ans,114,limit_due_date,timestamp without time zone,Срок лимита
scp_project_ans,115,limit_review_date,timestamp without time zone,Дата пересмотра
scp_project_ans,116,credit_group_id,bigint,Группа кредитоспособности
scp_project_ans,117,raroc_roe,numeric,Прогнозный ROE
scp_project_ans,118,weighted_margin,numeric,Средневзвешенная маржа
scp_project_ans,119,raroc_perc,numeric,Прогнозный RAROC с учетом кросс-продаж
scp_project_ans,120,is_risk_consideration,smallint,Отправлен на риски/голосование
scp_sec_check_res,1,id,bigint,ID
scp_sec_check_res,2,name__ru,character varying,"Name, languageSchema=ru"
scp_sec_check_res,3,name__en,character varying,"Name, languageSchema=en"
scp_sec_check_res,4,name,character varying,Name
scp_sec_check_res,5,create_date,timestamp without time zone,Create date
scp_sec_check_res,6,type_id,bigint,Тип объекта
scp_sec_check_res,7,status,smallint,Status
scp_sec_check_res,8,org_id,bigint,Подразделение
scp_sec_check_res,9,user_id,bigint,Пользователь
scp_sec_check_res,10,last_modified_date,timestamp without time zone,Last modified date
scp_sec_check_res,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_sec_check_res,12,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_sec_check_res,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_sec_check_res,14,is_system,smallint,System object
scp_sec_check_res,15,expertise_obj_id,bigint,Участник проверки
scp_sec_check_res,16,sec_date_check,timestamp without time zone,Дата проверки (итоговая)
scp_sec_check_res,17,emp_id,bigint,Сотрудник СЭБ
scp_sec_check_res,18,tech_atr_bool,smallint,Тех атр. отображение подсказки
scp_sec_check_res,19,check_completed,smallint,Проверка произведена
scp_sec_check_res,20,is_hide_check_manual,smallint,Скрыть ручные проверки
scp_sec_check_res,21,scp_cl_role_str,character varying,_Проверяемые роли (строковый)
scp_sec_check_res,22,other_comment,character varying,Прочее (комментарий)
scp_sec_check_res,23,settle_accounts_comm,character varying,Сведения о расчетных счетах (комментарий)
scp_sec_check_res,24,family_status_comm,character varying,Сведения о семейном положении (комментарий)
scp_sec_check_res,25,credit_history_comm,character varying,Кредитная история (комментарий)
scp_sec_check_res,26,affil_client_str,character varying,Список аффилированных лиц
scp_sec_check_res,27,aspr_link_zone_id,bigint,Зона АСПР по связке
scp_sec_check_res,28,aspr_zone_id,bigint,Зона по результатам АСПР
scp_sec_check_res,29,aspr_affil_res_id,bigint,Результат проверки аффилированности
scp_sec_check_res,30,aspr_route_id,bigint,Маршрутизация по результатам АСПР
scp_sec_check_res,31,bch_mem_res_id,bigint,Результат проверки КИ участника
scp_sec_check_res,32,aspr_cred_hist_comm,character varying,Комментарии к решению по КИ
scp_sec_check_res,33,affil_check_comm,character varying,Проверка аффилированности
scp_sec_check_res,34,supp_check_res_id,bigint,Результат проверки поставщика
scp_sec_check_res,35,sf_family_status_comm,text,(ФС) Сведения о семейном положении
scp_sec_check_res,36,sf_settle_accounts_comm,text,(ФС) Сведения о расчетных счетах
scp_sec_check_res,37,sf_credit_history_comm,text,(ФС) Кредитная история
scp_sec_check_res,38,sf_other_comment,text,(ФС) Прочее
scp_sec_check_res,39,sf_affil_client_str,text,(ФС) Список аффилированных лиц
scp_sec_check_res,40,sf_affil_check_comm,text,(ФС) Проверка аффилированности
scp_sec_expertise,1,id,bigint,ID
scp_sec_expertise,2,name__ru,character varying,"Name, languageSchema=ru"
scp_sec_expertise,3,name__en,character varying,"Name, languageSchema=en"
scp_sec_expertise,4,name,character varying,Name
scp_sec_expertise,5,create_date,timestamp without time zone,Create date
scp_sec_expertise,6,type_id,bigint,Тип объекта
scp_sec_expertise,7,status,smallint,Status
scp_sec_expertise,8,org_id,bigint,Подразделение
scp_sec_expertise,9,user_id,bigint,Пользователь
scp_sec_expertise,10,last_modified_date,timestamp without time zone,Last modified date
scp_sec_expertise,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_sec_expertise,12,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_sec_expertise,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_sec_expertise,14,is_system,smallint,System object
scp_sec_expertise,15,afl_doc_num,character varying,Номер документа
scp_sec_expertise,16,afl_doc_data,timestamp without time zone,Дата документа
scp_sec_expertise,17,afp_state_id,bigint,Состояние
scp_sec_expertise,18,emp_id,bigint,Ответственный менеджер
scp_sec_expertise,19,sec_end_date,timestamp without time zone,Срок действия экспертизы
scp_sec_expertise,20,expertise_obj_id,bigint,Объект экспертизы
scp_sec_expertise,21,risk_zone_id,bigint,Зона риска
scp_sec_expertise,22,is_appeal,smallint,Апелляция по заявке
scp_sec_expertise,23,is_special_inform,smallint,Особые сведения
scp_sec_expertise,24,sec_recall_reason,character varying,Обоснование отзыва экспертизы СЭБ
scp_sec_expertise,25,sec_date_check,timestamp without time zone,Дата проверки СЭБ (итоговая)
scp_sec_expertise,26,is_ses_withdrawn,smallint,КМ отозвал экспертизу
scp_sec_expertise,27,reg_resp_emp,bigint,Ответственный РС
scp_sec_expertise,28,scp_application_id,bigint,Заявка СКП
scp_sec_expertise,29,is_region_work,smallint,В работе у регионов
scp_sec_expertise,30,start_sec_date,timestamp without time zone,Дата поступления заявки в СЭБ
scp_sec_expertise,31,dataminer_in_process,smallint,Выполняется Dataminer
scp_sec_expertise,32,sf_app_obj_id,bigint,Ссылка на заявку ФС
scp_sec_expertise,33,traf_lights_response_id,bigint,Результат проверки Светофор
scp_sec_expertise,34,ident,character varying,Сист. Идентификатор
scp_sec_expertise,35,sf_exp_term_date,timestamp without time zone,Срок действия
scp_sec_expertise,36,end_date,timestamp without time zone,Дата завершения экспертизы
scp_sec_expertise,37,reason_revision_str,character varying,Причина доработки
scp_sec_expertise,38,reason_restart_str,character varying,Причина перезапуска
scp_sec_expertise,39,reason_cancel_str,character varying,Причина отмены
scp_sec_expertise,40,sec_exp_copy_id,bigint,Ссылка на копируемую экспертизу
scp_sec_expertise,41,deleg_region_id,bigint,Регион назначения
scp_sec_expertise,42,is_company_state_top,smallint,Госкомпания/ТОП-600
scp_sec_expertise,43,app_obj_id,bigint,Ссылка на заявку КТ
scp_sec_expertise,44,ct_sec_check_res_id,bigint,Результаты проверки (КТ)
scp_sec_expertise,45,psb_office_id,bigint,Офис делегирования
scp_sec_expertise,46,csd_expertise_obj_id,bigint,Объект экспертизы (КОД)
scp_sec_expertise,47,print_form_date,timestamp without time zone,Дата СЭБ для вывода в ПФ
scp_sec_expertise,48,deleg_emp_id,bigint,Сотрудник для делегирования
scp_techcred,1,id,bigint,ID
scp_techcred,2,name__ru,character varying,"Name, languageSchema=ru"
scp_techcred,3,name,character varying,Name
scp_techcred,4,create_date,timestamp without time zone,Create date
scp_techcred,5,type_id,bigint,Тип объекта
scp_techcred,6,status,smallint,Status
scp_techcred,7,org_id,bigint,Подразделение
scp_techcred,8,user_id,bigint,Пользователь
scp_techcred,9,last_modified_date,timestamp without time zone,Last modified date
scp_techcred,10,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_techcred,11,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_techcred,12,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_techcred,13,is_system,smallint,System object
scp_techcred,14,ord,bigint,Порядок
scp_techcred,15,ident,character varying,Идентификатор
scp_techcred,16,name__en,character varying,"Name, languageSchema=en"
sys_algorithm,1,id,bigint,"Код, SysTypeAttrEffective{} AbstractAttrEffective{id=101002, ident='ID'}"
sys_algorithm,2,name__en,character varying,"Наименование версии, languageSchema=en"
sys_algorithm,3,name__ru,character varying,"Наименование версии, languageSchema=ru"
sys_algorithm,4,name,character varying,Наименование версии
sys_algorithm,5,create_date,timestamp without time zone,Дата создания
sys_algorithm,6,type_id,bigint,Тип объекта
sys_algorithm,7,status,smallint,Статус
sys_algorithm,8,org_id,bigint,Подразделение
sys_algorithm,9,user_id,bigint,Пользователь
sys_algorithm,10,amy_ident,character varying,Сист. Идентификатор
sys_algorithm,11,amy_frml_text,text,Формула
sys_algorithm,12,amy_alg_type_id,bigint,Тип алгоритма
sys_algorithm,13,amy_base_type_id,bigint,Базовый тип объектов
sys_algorithm,14,amy_sys_alg_not_replace_null,smallint,Не заменять null на 0
sys_algorithm,15,amy_compiled_code,text,Скомпилированный код
sys_algorithm,16,created_emp_id,bigint,"Сотрудник, создавший объект"
sys_algorithm,17,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
sys_algorithm,18,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
sys_algorithm,19,last_modified_date,timestamp without time zone,Дата последнего изменения
sys_algorithm,20,is_system,smallint,Системный объект
sys_algorithm,21,amy_ver_num,bigint,Номер версии
sys_algorithm,22,amy_alg_name,character varying,Наименование алгоритма
sys_algorithm,23,amy_use_null_if_src_empty,smallint,"Вернуть null, если все исходные данные пустые"
sys_company,1,id,bigint,"Код, SysTypeAttrEffective{id=101002, ident='ID'}"
sys_company,2,name,character varying,Name
sys_company,3,short_name,character varying,Short name
sys_company,4,inn,character varying,TIN
sys_company,5,type_id,bigint,Тип объекта
sys_company,6,org_id,bigint,Подразделение
sys_company,7,status,smallint,Status
sys_company,8,create_date,timestamp without time zone,Create date
sys_company,9,user_id,bigint,Пользователь
sys_company,10,name__en,character varying,"Name, languageSchema=en"
sys_company,11,name__ru,character varying,"Name, languageSchema=ru"
sys_company,12,attr_email,character varying,Email
sys_company,13,attr_web_site,character varying,Website
sys_company,14,created_emp_id,bigint,"Сотрудник, создавший объект"
sys_company,15,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
sys_company,16,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
sys_company,17,last_modified_date,timestamp without time zone,Last modified date
sys_company,18,is_system,smallint,System object
sys_company,19,attr_reg_country,character varying,Адрес регистрации: страна
sys_company,20,contact_phone,character varying,Phone
sys_company,21,main_okved,bigint,Basic OKVED code
sys_company,22,business_segment,bigint,Business segment
sys_company,23,comp_reg_date,timestamp without time zone,Registration date
sys_company,24,group_company_link,bigint,Group of companies
sys_company,25,company_record_date,timestamp without time zone,Tax registration date
sys_company,26,company_registrator,character varying,Registrar
sys_company,27,company_tax_authority,character varying,Tax authority
sys_company,28,crmd_client_id,character varying,Код контрагента CRMD
sys_company,29,act_addr_city,character varying,Фактический адрес: город
sys_company,30,act_addr_street,character varying,Фактический адрес: улица
sys_company,31,reg_addr_street,character varying,Адрес регистрации: улица
sys_company,32,reg_addr_city,character varying,Адрес регистрации: город
sys_company,33,attr_attr_abs,character varying,Идентификатор АБС
sys_company,34,tax_authority_reg,character varying,"Налоговый орган, в котором лицо зарегистрировано"
sys_company,35,tax_authority_account,character varying,"Налоговый орган, в котором лицо состоит на учёте"
sys_company,36,customer_type_id,bigint,Тип клиента
sys_company,37,sign_of_sme,smallint,Признак МСП
sys_company,38,date_of_registration,timestamp without time zone,_Дата регистрации ЕГРЮЛ
sys_company,39,newly_founded,smallint,Вновь созданное?
sys_company,40,offices_psb_id,bigint,Офисы
sys_company,41,sign_of_bankruptcy,smallint,Признак банкротства
sys_company,42,stage_of_bankruptcy,bigint,Стадия банкротства
sys_company,43,granting_consent,smallint,Согласие предоставлено
sys_company,44,date_of_consent,timestamp without time zone,Дата согласия
sys_company,45,fo_okved,bigint,ОКВЭД из отчётности
sys_company,46,busines_segment_id,bigint,Сегмент по размеру бизнеса
sys_company,47,d_storage_balance_txt,character varying,Атрибут для хранения дат (виджет баланса)
sys_company,48,d_storage_finrep_txt,character varying,Атрибут для хранения дат (виджет ОФР)
sys_company,49,is_rko,smallint,Наличие открытого расчетного счета
sys_company,50,afina_segment_id,bigint,Сегмент по размеру бизнеса (Н. Афина)
sys_company,51,neg_comment,character varying,Комментарий к признаку негатива
sys_company,52,neg_status,smallint,Статус признака негатива
sys_company,53,attr_launch_neg_etl,smallint,Признак запуска интеграции по негативу
sys_employee,1,id,bigint,"Код, SysTypeAttrEffective{} AbstractAttrEffective{id=101002, ident='ID'}"
sys_employee,2,name,character varying,Name
sys_employee,3,type_id,bigint,Тип объекта
sys_employee,4,org_id,bigint,Подразделение
sys_employee,5,status,smallint,Status
sys_employee,6,create_date,timestamp without time zone,Create date
sys_employee,7,user_id,bigint,Пользователь
sys_employee,8,emp_org_id,bigint,Office of the employee
sys_employee,9,name__en,character varying,"Name, languageSchema=en"
sys_employee,10,name__ru,character varying,"Name, languageSchema=ru"
sys_employee,11,first_name,character varying,Name
sys_employee,12,second_name,character varying,Middle name
sys_employee,13,sur_name,character varying,Family name
sys_employee,14,job_pos_id,bigint,Position
sys_employee,15,email,character varying,E-MAIL
sys_employee,16,birthday,timestamp without time zone,Birthday
sys_employee,17,phone,character varying,Phone
sys_employee,18,skype,character varying,Skype
sys_employee,19,created_emp_id,bigint,"Сотрудник, создавший объект"
sys_employee,20,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
sys_employee,21,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
sys_employee,22,last_modified_date,timestamp without time zone,Last modified date
sys_employee,23,is_system,smallint,System object
sys_employee,24,time_zone,bigint,Time zone
sys_employee,25,sys_image,bigint,Photo
sys_employee,26,is_locked,smallint,Lock a staff member
sys_employee,27,workday_schedule_id,bigint,Working hours
sys_employee,28,email_confirmed,smallint,EMAIL confirmed
sys_employee,29,phone_confirmed,smallint,Phone number confirmed
sys_employee,30,ban_send_notifications,smallint,Do not send notifications to email
sys_employee,31,city_id,bigint,Locality
sys_employee,32,sex_id,bigint,Sex
sys_employee,33,locale_id,bigint,Locale
sys_employee,34,sur_name__ru,character varying,"Family name, languageSchema=ru"
sys_employee,35,sur_name__en,character varying,"Family name, languageSchema=en"
sys_employee,36,first_name__ru,character varying,"Name, languageSchema=ru"
sys_employee,37,first_name__en,character varying,"Name, languageSchema=en"
sys_employee,38,second_name__ru,character varying,"Middle name, languageSchema=ru"
sys_employee,39,second_name__en,character varying,"Middle name, languageSchema=en"
sys_employee,40,ps_office,bigint,ОФИС ПСБ
sys_employee,41,adress_ad,character varying,Расположение объекта в AD
sys_employee,42,pers_emp_number,character varying,Табельный номер сотрудника
sys_employee,43,inner_emp_phone,character varying,Внутренний номер сотрудника
sys_employee,44,pers_opt_dmm_link,bigint,Персональная настройка модуля обновлений
sys_obj_resp,1,id,bigint,"Сист. Код, SysAttribute{id='10000', name='Сист. Код', ident='ID', isTimeDepended='false'}"
sys_obj_resp,2,name__en,character varying,"Сист. Наименование, SysAttribute{id='10001', name='Сист. Наименование', ident='NAME', isTimeDepended='false'}, languageSchema=en"
sys_obj_resp,3,name__ru,character varying,"Сист. Наименование, SysAttribute{id='10001', name='Сист. Наименование', ident='NAME', isTimeDepended='false'}, languageSchema=ru"
sys_obj_resp,4,name,character varying,"Сист. Наименование, SysAttribute{id='10001', name='Сист. Наименование', ident='NAME', isTimeDepended='false'}"
sys_obj_resp,5,create_date,timestamp without time zone,"Сист. Дата создания, SysAttribute{id='10002', name='Сист. Дата создания', ident='CREATE_DATE', isTimeDepended='false'}"
sys_obj_resp,6,type_id,bigint,"Сист. Тип объекта, SysAttribute{id='10003', name='Сист. Тип объекта', ident='TYPE_ID', isTimeDepended='false'}"
sys_obj_resp,7,status,smallint,"Сист. Статус, SysAttribute{id='10004', name='Сист. Статус', ident='STATUS', isTimeDepended='false'}"
sys_obj_resp,8,org_id,bigint,"Сист. Подразделение, SysAttribute{id='10005', name='Сист. Подразделение', ident='ORG_ID', isTimeDepended='false'}"
sys_obj_resp,9,user_id,bigint,"Сист. Пользователь, SysAttribute{id='10006', name='Сист. Пользователь', ident='USER_ID', isTimeDepended='false'}"
sys_obj_resp,10,afe_emp_id,bigint,"Сист. Сотрудник, SysAttribute{id='10017', name='Сист. Сотрудник', ident='EMP_ID', isTimeDepended='false'}"
sys_obj_resp,11,afe_obj_id,bigint,"Объект мониторинга, SysAttribute{id='103836', name='Объект мониторинга', ident='OBJ_ID', isTimeDepended='false'}"
sys_obj_resp,12,afe_subject_id,bigint,"Сист. Субъект безопасности, SysAttribute{id='108531', name='Сист. Субъект безопасности', ident='SUBJECT_ID', isTimeDepended='false'}"
sys_obj_resp,13,created_emp_id,bigint,"Сист. Сотрудник, создавший объект, SysAttribute{id='10039', name='Сист. Сотрудник, создавший объект', ident='CREATED_EMP_ID', isTimeDepended='false'}"
sys_obj_resp,14,last_modified_user_id,bigint,"Сист. Пользователь, кто последним изменил, SysAttribute{id='10038', name='Сист. Пользователь, кто последним изменил', ident='LAST_MODIFIED_USER_ID', isTimeDepended='false'}"
sys_obj_resp,15,last_modified_emp_id,bigint,"Сист. Сотрудник, кто последним изменил, SysAttribute{id='10040', name='Сист. Сотрудник, кто последним изменил', ident='LAST_MODIFIED_EMP_ID', isTimeDepended='false'}"
sys_obj_resp,16,last_modified_date,timestamp without time zone,"Сист. Дата последнего изменения, SysAttribute{id='10037', name='Сист. Дата последнего изменения', ident='LAST_MODIFIED_DATE', isTimeDepended='false'}"
sys_obj_resp,17,is_system,smallint,"Сист. Системный объект, SysAttribute{id='10016', name='Сист. Системный объект', ident='SYS_OBJ_TYPE_IS_SYSTEM', isTimeDepended='false'}"
sys_obj_resp,18,afe_ext_obj_id,bigint,"Дополнительный объект, SysAttribute{id='237411', name='Дополнительный объект', ident='EXT_OBJ_ID'}"
sys_obj_resp,19,afe_resp_comment,text,"Комментарий, SysAttribute{id='586710', name='Комментарий', ident='RESP_COMMENT'}"
sys_obj_resp,20,afe_short_name,character varying,"Краткое наименование, SysAttribute{id='108398', name='Краткое наименование', ident='ORG_STR_SHORT_NAME'}"
sys_obj_resp,21,afe_start_stamp,timestamp without time zone,
sys_obj_resp,22,afe_end_stamp,timestamp without time zone,
sys_obj_resp,23,afe_current_resp,bigint,
sys_obj_resp,24,afe_manage_emp,bigint,
sys_obj_type,1,id,bigint,"Код, SysTypeAttrEffective{} AbstractAttrEffective{id=101002, ident='ID'}"
sys_obj_type,2,name,character varying,"Наименование, SysTypeAttrEffective{} AbstractAttrEffective{id=101003, ident='NAME'}"
sys_obj_type,3,ident,character varying,"Идентификатор, SysTypeAttrEffective{} AbstractAttrEffective{id=105050, ident='IDENT'}"
sys_obj_type,4,table_name,character varying,"Наименование таблицы, SysTypeAttrEffective{} AbstractAttrEffective{id=105051, ident='TABLE_NAME'}"
sys_obj_type,5,parent_id,bigint,"Родитель, SysTypeAttrEffective{} AbstractAttrEffective{id=105052, ident='SYS_OBJ_TYPE_PARENT_ID'}"
sys_obj_type,6,field_name_prefix,character varying,"Префикс наименования поля, SysTypeAttrEffective{} AbstractAttrEffective{id=105056, ident='SYS_OBJ_TYPE_FIELD_NAME_PREFIX'}"
